iteration,epoch,batch,loss,words/sec,time_elapsed,best_perplexity
694400,2,2775,1.6571160554885864,30434.929382929146,959.1630334854126,4.7504261698577395
694600,2,2975,1.6514302492141724,31618.320638465848,982.5367925167084,4.7504261698577395
694800,2,3175,1.8219208717346191,34236.32782210514,1005.9968366622925,4.7504261698577395
695000,2,3375,1.8922762870788574,32712.163377785153,1027.7630355358124,4.7504261698577395
695200,2,3575,1.6657946109771729,26194.38555865055,1050.9100732803345,4.7504261698577395
695400,2,3775,1.723209023475647,34090.13410740203,1074.268306016922,4.7504261698577395
695600,2,3975,1.6723188161849976,35631.113937836846,1096.2524719238281,4.7504261698577395
695800,2,4175,1.7071374654769897,31770.46411999541,1118.5407967567444,4.7504261698577395
696000,2,4375,1.5636664628982544,32948.03416363377,1142.072228193283,4.7504261698577395
696200,2,4575,1.7427035570144653,28489.766660897138,1165.2147569656372,4.743118098005962
696400,2,4775,1.5924749374389648,32605.7127457193,1187.1570389270782,4.743118098005962
696600,2,4975,1.796135663986206,32499.57585981943,1210.0723729133606,4.743118098005962
696800,2,5175,1.5705102682113647,38179.49148599917,1233.0687594413757,4.743118098005962
697000,2,5375,1.6921346187591553,34748.08192950123,1255.3814914226532,4.743118098005962
697200,2,5575,1.7603117227554321,26843.81076995002,1278.179258108139,4.743118098005962
697400,3,150,1.5625463724136353,34798.432588669646,1300.9184811115265,4.743118098005962
697600,3,350,1.6795378923416138,33411.76257669495,1323.700289964676,4.743118098005962
697800,3,550,1.6885029077529907,31412.178476150766,1345.5321209430695,4.743118098005962
698000,3,750,1.8197768926620483,29186.970960687504,1368.3727927207947,4.743118098005962
698200,3,950,1.5274412631988525,36408.451415364936,1390.8927159309387,4.743118098005962
698400,3,1150,1.8227894306182861,32491.003402452094,1413.9067871570587,4.743118098005962
698600,3,1350,1.6962189674377441,37894.004231253806,1435.8629896640778,4.743118098005962
698800,3,1550,1.692388892173767,35138.086980090935,1458.6183621883392,4.743118098005962
699000,3,1750,1.5814967155456543,28873.855970253862,1481.314670085907,4.743118098005962
699200,3,1950,1.7713861465454102,27314.9809125812,1504.8525643348694,4.743118098005962
699400,3,2150,1.6799885034561157,31439.649217331087,1527.2225286960602,4.743118098005962
699600,3,2350,1.7281893491744995,28961.51346720223,1551.4645817279816,4.743118098005962
699800,3,2550,1.7582656145095825,33411.48452264167,1574.4631946086884,4.743118098005962
700000,3,2750,1.6232813596725464,34977.173419798004,1597.289605140686,4.743118098005962
700200,3,2950,1.6931902170181274,34360.083475063206,1619.407344341278,4.743118098005962
700400,3,3150,1.4938758611679077,32593.668970017232,1641.6023757457733,4.743118098005962
700600,3,3350,1.6966999769210815,33200.53190518522,1664.6416161060333,4.743118098005962
700800,3,3550,1.7218507528305054,37226.37456394253,1687.1822888851166,4.743118098005962
701000,3,3750,1.628461241722107,32144.08946684712,1709.434874534607,4.742046175740286
701200,3,3950,1.688390851020813,33323.83730385494,1732.0563776493073,4.742046175740286
701400,3,4150,1.6469181776046753,25832.665508893926,1755.6902129650116,4.742046175740286
701600,3,4350,1.7617759704589844,26928.25317837219,1778.302043914795,4.742046175740286
701800,3,4550,1.7873209714889526,29727.39714836936,1801.5938138961792,4.742046175740286
702000,3,4750,1.671083927154541,25808.911004036338,1824.9441740512848,4.731485223055786
702200,3,4950,1.7326650619506836,28370.867773431255,1848.0967087745667,4.731485223055786
702400,3,5150,1.7153078317642212,38158.959442429485,1871.3059751987457,4.731485223055786
702600,3,5350,1.8658775091171265,33050.14896410132,1894.165636062622,4.731485223055786
702800,3,5550,1.5956535339355469,28842.325480115243,1917.917961359024,4.731485223055786
703000,4,125,1.757040023803711,30539.254934140077,1941.1735062599182,4.731485223055786
703200,4,325,1.6727961301803589,33571.99931565637,1963.5573575496674,4.731485223055786
703400,4,525,1.6458992958068848,35403.70581255936,1985.9403111934662,4.731485223055786
703600,4,725,1.4771571159362793,33855.86667899542,2008.6594285964966,4.731485223055786
703800,4,925,1.7012537717819214,30129.104568878753,2032.3298027515411,4.731485223055786
704000,4,1125,1.697902798652649,30088.506768130334,2055.038203716278,4.731485223055786
704200,4,1325,1.6488261222839355,33947.155849299445,2078.076097726822,4.731485223055786
704400,4,1525,1.6338077783584595,30578.21282367899,2100.9124484062195,4.731485223055786
704600,4,1725,1.6377466917037964,32346.758558756304,2123.599575281143,4.731485223055786
704800,4,1925,1.7217156887054443,34575.87584244496,2146.0272595882416,4.731485223055786
705000,4,2125,1.719078540802002,32704.19732102626,2168.777736186981,4.731485223055786
705200,4,2325,1.6047905683517456,37522.165483186145,2191.4054985046387,4.731485223055786
705400,4,2525,1.7147115468978882,34985.17395147598,2213.8910863399506,4.731485223055786
705600,4,2725,1.6398600339889526,30817.625624571177,2236.3929562568665,4.731485223055786
705800,4,2925,1.6422377824783325,31576.685990002963,2259.5362367630005,4.731485223055786
706000,4,3125,1.661543846130371,32132.841649566526,2282.689608812332,4.731485223055786
706200,4,3325,1.6421360969543457,32200.79584121702,2305.2783703804016,4.731485223055786
706400,4,3525,1.588979721069336,30407.155719156723,2328.014609336853,4.731485223055786
706600,4,3725,1.7379552125930786,30059.443457728597,2352.0194804668427,4.731485223055786
706800,4,3925,1.7692681550979614,31114.12283700492,2374.434485912323,4.731485223055786
707000,4,4125,1.7430208921432495,26797.749343688163,2397.8738327026367,4.731485223055786
707200,4,4325,1.6893486976623535,30031.77170189477,2420.950241088867,4.731485223055786
707400,4,4525,1.6773004531860352,36218.17604914525,2443.3071455955505,4.731485223055786
707600,4,4725,1.7049494981765747,26813.25475507221,2465.0134584903717,4.731485223055786
707800,4,4925,1.6883691549301147,33584.641309998384,2487.833901166916,4.731485223055786
708000,4,5125,1.7324755191802979,33552.28760915792,2510.5398137569427,4.731485223055786
708200,4,5325,1.6877694129943848,29016.19910397124,2534.1674087047577,4.731485223055786
708400,4,5525,1.8057277202606201,33246.005841818485,2556.582471370697,4.731485223055786
708600,5,100,1.67186439037323,30878.404797255494,2579.2844302654266,4.731485223055786
708800,5,300,1.7932298183441162,31985.566552599095,2602.161984682083,4.731485223055786
709000,5,500,1.7420110702514648,30072.704013789396,2625.7629261016846,4.731485223055786
709200,5,700,1.6789252758026123,35438.96513043814,2648.097315788269,4.731485223055786
709400,5,900,1.7657965421676636,32102.376614397697,2670.593376159668,4.731485223055786
709600,5,1100,1.6244678497314453,35234.04624708136,2692.347515821457,4.731485223055786
709800,5,1300,1.6587021350860596,31597.120596945893,2716.270537376404,4.731485223055786
710000,5,1500,1.7534199953079224,37220.78903178674,2737.5424494743347,4.731485223055786
710200,5,1700,1.5371555089950562,33021.55089961819,2760.4165802001953,4.731485223055786
710400,5,1900,1.6765841245651245,36206.16938998524,2783.613267660141,4.731485223055786
710600,5,2100,1.7333093881607056,32391.590152742123,2806.4514389038086,4.731485223055786
710800,5,2300,1.676538348197937,32307.38347401522,2829.7646520137787,4.731485223055786
711000,5,2500,1.7672982215881348,24860.205915631504,2853.325239419937,4.731485223055786
711200,5,2700,1.8043485879898071,16558.4945619902,2876.632326602936,4.731485223055786
711400,5,2900,1.6769169569015503,32278.923840124735,2898.4752860069275,4.731485223055786
711600,5,3100,1.7441054582595825,31938.956202966692,2921.9418811798096,4.731485223055786
711800,5,3300,1.7594983577728271,29829.553591014777,2944.420905828476,4.731485223055786
712000,5,3500,1.7023241519927979,31970.72797495035,2967.136474132538,4.731485223055786
712200,5,3700,1.7057440280914307,27942.19993740828,2989.488266468048,4.731485223055786
712400,5,3900,1.815936803817749,33074.2268091123,3012.9856781959534,4.731485223055786
712600,5,4100,1.7778992652893066,31065.710778158045,3035.819393634796,4.731485223055786
iteration,epoch,batch,loss,words/sec,time_elapsed,best_perplexity
702000,1,200,1.6956963539123535,37238.14739519734,21.424992561340332,4.731485223055786
702200,1,400,1.7377827167510986,34450.02268218452,42.759347677230835,4.731485223055786
702400,1,600,1.763296365737915,33609.98872061339,65.60079097747803,4.731485223055786
702600,1,800,1.7417742013931274,34259.074425767634,87.75198602676392,4.731485223055786
702800,1,1000,1.7428109645843506,30368.586635322827,110.54507565498352,4.731485223055786
703000,1,1200,1.6805148124694824,27204.42073198566,132.9332935810089,4.731485223055786
703200,1,1400,1.5769190788269043,30946.687655989448,154.48643350601196,4.731485223055786
703400,1,1600,1.6241246461868286,28725.425421385058,176.69732761383057,4.731485223055786
703600,1,1800,1.644368290901184,31741.210004004464,199.26941347122192,4.731485223055786
703800,1,2000,1.6828073263168335,34244.20456966479,221.3228669166565,4.731485223055786
704000,1,2200,1.604453682899475,30849.080401927527,244.1910104751587,4.731485223055786
704200,1,2400,1.6589127779006958,22956.458847417172,266.4866101741791,4.731485223055786
704400,1,2600,1.6846109628677368,28753.018273801532,288.33872747421265,4.731485223055786
704600,1,2800,1.5333831310272217,31813.374467388938,309.856812953949,4.731485223055786
704800,1,3000,1.7981503009796143,30766.044093879544,333.1201310157776,4.731485223055786
705000,1,3200,1.6427381038665771,30922.042064110632,354.48879885673523,4.731485223055786
705200,1,3400,1.6998298168182373,34983.11297754447,375.84478545188904,4.731485223055786
705400,1,3600,1.6639173030853271,27414.190205149825,398.7565948963165,4.731485223055786
705600,1,3800,1.7127892971038818,30777.029027796638,420.9283437728882,4.731485223055786
705800,1,4000,1.6407550573349,31342.35590199168,443.1511514186859,4.731485223055786
706000,1,4200,1.6021544933319092,33168.195581585525,464.26735162734985,4.731485223055786
706200,1,4400,1.6616519689559937,30544.15379649345,485.8097162246704,4.731485223055786
706400,1,4600,1.6368457078933716,35875.85873138829,508.445515871048,4.731485223055786
706600,1,4800,1.6186845302581787,37134.15764171794,530.2295491695404,4.731485223055786
706800,1,5000,1.7223615646362305,30425.94216353173,552.5691680908203,4.731485223055786
707000,1,5200,1.8033490180969238,37855.29276792206,574.2532637119293,4.731485223055786
707200,1,5400,1.7803398370742798,32923.96258457618,597.78666472435,4.731485223055786
707400,1,5600,1.6927579641342163,37658.43069199584,619.0882029533386,4.731485223055786
707600,2,175,1.7242661714553833,35494.183656937996,641.0076115131378,4.731485223055786
707800,2,375,1.6573443412780762,27799.22705221773,663.3512139320374,4.731485223055786
708000,2,575,1.8142127990722656,34327.64875354589,684.7842798233032,4.731485223055786
708200,2,775,1.7308332920074463,34363.898590447025,707.6050684452057,4.731485223055786
708400,2,975,1.668910026550293,32999.38363709017,730.7419385910034,4.731485223055786
708600,2,1175,1.7000221014022827,34705.83988726298,752.6867263317108,4.731485223055786
708800,2,1375,1.586796522140503,34606.52157697916,774.5031318664551,4.731485223055786
709000,2,1575,1.836820125579834,34807.38702003513,796.0866558551788,4.731485223055786
709200,2,1775,1.6428923606872559,30603.718602389054,818.0562751293182,4.731485223055786
709400,2,1975,1.6224836111068726,31654.00031771504,840.7945692539215,4.731485223055786
709600,2,2175,1.8145567178726196,27813.31521234845,863.2419126033783,4.731485223055786
709800,2,2375,1.6299018859863281,34971.729193059735,886.1477768421173,4.731485223055786
710000,2,2575,1.7001924514770508,30816.42933907597,908.5453546047211,4.731485223055786
710200,2,2775,1.688472032546997,32778.10687946098,930.3593142032623,4.731485223055786
710400,2,2975,1.6474686861038208,30348.727012573047,952.7459633350372,4.731485223055786
710600,2,3175,1.6255673170089722,28794.710658181273,974.4857311248779,4.731485223055786
710800,2,3375,1.7505099773406982,34362.11832249353,996.6349911689758,4.731485223055786
711000,2,3575,1.5804864168167114,31687.521639478542,1018.7333722114563,4.731485223055786
711200,2,3775,1.6291203498840332,37191.39999645828,1040.902408361435,4.731485223055786
711400,2,3975,1.8489148616790771,30750.317836490372,1062.8073134422302,4.731485223055786
711600,2,4175,1.677932620048523,31854.571135924158,1084.6647593975067,4.731485223055786
711800,2,4375,1.6194828748703003,35595.85300099746,1107.8424015045166,4.731485223055786
712000,2,4575,1.7154109477996826,32522.4482255725,1130.4298436641693,4.731485223055786
712200,2,4775,1.6461186408996582,33192.49732064297,1152.46750497818,4.731485223055786
712400,2,4975,1.5316840410232544,35568.07382649283,1174.516910791397,4.731485223055786
712600,2,5175,1.6889604330062866,34105.47424567403,1196.8651459217072,4.731485223055786
712800,2,5375,1.6421942710876465,34263.1441907944,1219.3929555416107,4.731485223055786
713000,2,5575,1.653494119644165,35325.539987320124,1241.2370083332062,4.731485223055786
713200,3,150,1.7619138956069946,29024.750188648824,1263.4065535068512,4.731485223055786
713400,3,350,1.74971604347229,32964.77258132505,1286.3837180137634,4.731485223055786
713600,3,550,1.5441551208496094,36206.873033182164,1307.9267857074738,4.731485223055786
713800,3,750,1.706426978111267,39085.44232376516,1329.2037599086761,4.731485223055786
714000,3,950,1.613227367401123,30925.84689593522,1350.1101558208466,4.731485223055786
714200,3,1150,1.7628308534622192,32173.871939626606,1372.2745885849,4.731485223055786
714400,3,1350,1.7371119260787964,28090.510515765465,1395.8117735385895,4.731485223055786
714600,3,1550,1.7901151180267334,32817.35085932498,1418.0999743938446,4.731485223055786
714800,3,1750,1.6386536359786987,30446.7364698692,1440.1132702827454,4.731485223055786
715000,3,1950,1.597292184829712,34955.11450328623,1462.962914943695,4.731485223055786
715200,3,2150,1.775512933731079,36945.59643389596,1484.0022971630096,4.731485223055786
715400,3,2350,1.7052943706512451,29102.440845674882,1506.8943767547607,4.731485223055786
715600,3,2550,1.7838668823242188,28459.433169840166,1529.7064974308014,4.731485223055786
715800,3,2750,1.677905797958374,41773.13465352987,1551.0974643230438,4.731485223055786
716000,3,2950,1.710627555847168,36150.02836883764,1572.889832019806,4.731485223055786
716200,3,3150,1.6508753299713135,35369.49668583572,1595.361579656601,4.731485223055786
716400,3,3350,1.7944856882095337,34191.61675597519,1617.9139580726624,4.731485223055786
716600,3,3550,1.7669594287872314,32812.96401920798,1640.3120679855347,4.731485223055786
716800,3,3750,1.6546682119369507,28566.17048543503,1662.7818899154663,4.731485223055786
717000,3,3950,1.7064476013183594,32871.74569673688,1684.2701222896576,4.731485223055786
717200,3,4150,1.6683613061904907,35150.22540607877,1706.3907883167267,4.731485223055786
717400,3,4350,1.7114094495773315,27325.387690415762,1729.5451381206512,4.731485223055786
717600,3,4550,1.6386312246322632,32112.800177618235,1752.1758844852448,4.731485223055786
717800,3,4750,1.663811445236206,32226.807028748488,1775.2967836856842,4.731485223055786
718000,3,4950,1.7130240201950073,34045.680561376605,1797.215075969696,4.731485223055786
718200,3,5150,1.6859660148620605,31157.496719281473,1819.8517391681671,4.731485223055786
718400,3,5350,1.6841353178024292,32357.740956896207,1842.5349531173706,4.731485223055786
718600,3,5550,1.5903692245483398,36377.67905217594,1864.6687715053558,4.731485223055786
718800,4,125,1.6825625896453857,30003.818002195916,1886.381662607193,4.731485223055786
719000,4,325,1.5908969640731812,32545.468848770728,1910.161726474762,4.731485223055786
719200,4,525,1.727109432220459,36683.3877172544,1932.7912867069244,4.731485223055786
719400,4,725,1.726678729057312,32782.22596614404,1954.712456703186,4.731485223055786
719600,4,925,1.6239750385284424,29960.155951574667,1977.3766121864319,4.731485223055786
719800,4,1125,1.6422744989395142,32713.319975387167,1999.3018653392792,4.731485223055786
720000,4,1325,1.634469985961914,36294.48697332712,2020.927699804306,4.731485223055786
720200,4,1525,1.7047278881072998,34437.90696218843,2042.4432346820831,4.731485223055786
720400,4,1725,1.5981842279434204,34116.13964614442,2065.0651364326477,4.731485223055786
720600,4,1925,1.6706410646438599,29795.347221953394,2087.132402896881,4.731485223055786
720800,4,2125,1.685874342918396,31240.863123392908,2110.791532754898,4.731485223055786
721000,4,2325,1.7530884742736816,32291.529340667734,2132.2300651073456,4.731485223055786
721200,4,2525,1.6928613185882568,26842.06954081216,2154.6537420749664,4.731485223055786
721400,4,2725,1.6391303539276123,34339.81496494614,2176.6030583381653,4.731485223055786
721600,4,2925,1.6928154230117798,28027.16001946315,2198.000280857086,4.731485223055786
721800,4,3125,1.808619499206543,27642.941233594345,2220.343700170517,4.731485223055786
722000,4,3325,1.8041796684265137,32967.88630120133,2242.1400032043457,4.731485223055786
722200,4,3525,1.6744142770767212,31407.957370701773,2263.72704410553,4.731485223055786
722400,4,3725,1.7291966676712036,31865.55745489079,2285.627251148224,4.731485223055786
722600,4,3925,1.675397515296936,34082.286257682965,2306.790509223938,4.731485223055786
722800,4,4125,1.6607577800750732,34415.24745424216,2329.712926864624,4.731485223055786
723000,4,4325,1.6094870567321777,35983.812060021104,2352.50959277153,4.728657422903694
723200,4,4525,1.692413330078125,31083.040464512174,2375.506283521652,4.728657422903694
723400,4,4725,1.7260773181915283,30107.738744811682,2398.3253490924835,4.728657422903694
723600,4,4925,1.6218223571777344,21199.77321596572,2420.3987028598785,4.728657422903694
723800,4,5125,1.6744575500488281,37981.91979132636,2442.409940481186,4.728657422903694
724000,4,5325,1.682470679283142,30792.777734261825,2464.995946407318,4.728657422903694
724200,4,5525,1.727771520614624,37385.87959437239,2486.1723759174347,4.728657422903694
724400,5,100,1.6004756689071655,34886.46608064112,2508.0502705574036,4.728657422903694
724600,5,300,1.6152597665786743,29869.404342035188,2529.613368034363,4.728657422903694
724800,5,500,1.7503423690795898,27328.619967051072,2551.8766524791718,4.728657422903694
725000,5,700,1.6954623460769653,32299.241002161794,2573.751235961914,4.728657422903694
725200,5,900,1.6360349655151367,34132.234812505114,2595.435238838196,4.728657422903694
725400,5,1100,1.6830010414123535,32197.496713342232,2617.7322909832,4.728657422903694
725600,5,1300,1.6535841226577759,33617.09649544695,2640.836263179779,4.728657422903694
725800,5,1500,1.7239371538162231,37087.84316758103,2664.571617603302,4.728657422903694
726000,5,1700,1.7940747737884521,32087.31811971361,2687.9681544303894,4.728657422903694
726200,5,1900,1.5693256855010986,32784.28821810911,2710.084874391556,4.728657422903694
726400,5,2100,1.683569073677063,30041.957471346064,2732.6151218414307,4.728657422903694
726600,5,2300,1.7266956567764282,32109.16537453836,2755.3221118450165,4.728657422903694
726800,5,2500,1.7109702825546265,34154.59493357632,2777.1724588871,4.728657422903694
727000,5,2700,1.6266593933105469,41030.614170172885,2799.008381128311,4.728657422903694
727200,5,2900,1.7985126972198486,28649.16114320652,2821.741464614868,4.728657422903694
727400,5,3100,1.6943085193634033,34973.774145384654,2843.6781306266785,4.728657422903694
727600,5,3300,1.7273447513580322,35024.00533332294,2865.3410935401917,4.728657422903694
727800,5,3500,1.8282740116119385,35594.4380356779,2887.4018909931183,4.728657422903694
728000,5,3700,1.7829819917678833,36600.53284337826,2909.103357076645,4.728657422903694
728200,5,3900,1.6460907459259033,33987.26195900257,2931.6892969608307,4.723515894941548
728400,5,4100,1.7661633491516113,31268.912696733663,2953.488760948181,4.723515894941548
728600,5,4300,1.7297786474227905,32723.556746296475,2974.572827100754,4.723515894941548
728800,5,4500,1.766935110092163,35711.73096360971,2996.7781126499176,4.723515894941548
729000,5,4700,1.726404070854187,32644.058541498936,3018.0107922554016,4.723515894941548
729200,5,4900,1.717111349105835,33544.19323491082,3040.2618367671967,4.723515894941548
729400,5,5100,1.6873950958251953,34357.48468149124,3062.685090303421,4.723515894941548
729600,5,5300,1.6411960124969482,34461.542133956784,3084.9470660686493,4.723515894941548
729800,5,5500,1.7498992681503296,34770.301970701315,3107.2346279621124,4.723515894941548
730000,6,75,1.6232727766036987,33440.67004032362,3129.9699761867523,4.723515894941548
730200,6,275,1.733454704284668,36438.815053658036,3151.931777715683,4.723515894941548
730400,6,475,1.6114495992660522,33363.913306220355,3173.829099178314,4.723515894941548
730600,6,675,1.7395695447921753,36797.77370726245,3197.0771322250366,4.723515894941548
730800,6,875,1.6208324432373047,24014.371145299567,3219.1240253448486,4.723515894941548
iteration,epoch,batch,loss,words/sec,time_elapsed,best_perplexity
728200,1,200,1.766583800315857,36101.24222983715,21.204970359802246,4.723515894941548
728400,1,400,1.7501744031906128,37527.08450230232,41.98984336853027,4.723515894941548
728600,1,600,1.5556925535202026,32328.96412051124,62.59602952003479,4.723515894941548
728800,1,800,1.6025376319885254,32498.715301719876,85.31537699699402,4.723515894941548
729000,1,1000,1.859519600868225,27238.35547854917,107.47826623916626,4.723515894941548
729200,1,1200,1.7768162488937378,34075.02098441908,129.764897108078,4.723515894941548
729400,1,1400,1.8246492147445679,37426.927373389684,151.62252950668335,4.723515894941548
729600,1,1600,1.7636187076568604,30902.357243240596,173.4969928264618,4.723515894941548
729800,1,1800,1.7317873239517212,33429.70647036029,194.8497018814087,4.723515894941548
730000,1,2000,1.7623133659362793,36329.553393318514,216.7379629611969,4.723515894941548
730200,1,2200,1.6891887187957764,32440.127151497218,238.4432668685913,4.723515894941548
730400,1,2400,1.7746011018753052,32796.35725448142,260.3435413837433,4.723515894941548
730600,1,2600,1.676440954208374,26088.08213751596,283.0581257343292,4.723515894941548
730800,1,2800,1.909278154373169,28324.272618573137,306.01509189605713,4.723515894941548
731000,1,3000,1.7368953227996826,29441.36077614934,328.19634556770325,4.723515894941548
731200,1,3200,1.846855640411377,34656.25012843355,351.0785927772522,4.723515894941548
731400,1,3400,1.6584054231643677,33285.771734601534,372.81868839263916,4.723515894941548
731600,1,3600,1.7255889177322388,34171.68406356307,395.31749844551086,4.723515894941548
731800,1,3800,1.7041449546813965,32385.514383548536,417.72715997695923,4.723515894941548
732000,1,4000,1.6234016418457031,30211.88574636096,439.6566643714905,4.723515894941548
732200,1,4200,1.647141456604004,30231.333890364294,462.7884714603424,4.723515894941548
732400,1,4400,1.7574560642242432,28800.550511977202,485.3786950111389,4.723515894941548
732600,1,4600,1.5834074020385742,29628.206968657574,508.83505964279175,4.723515894941548
732800,1,4800,1.793723464012146,27143.30266051783,530.936895608902,4.723515894941548
733000,1,5000,1.7938295602798462,38176.6155678526,554.5880806446075,4.723515894941548
733200,1,5200,1.8232331275939941,33041.9494118717,576.1806197166443,4.723515894941548
733400,1,5400,1.7174994945526123,34988.562170851204,598.7632553577423,4.723515894941548
733600,1,5600,1.7989368438720703,34941.44128319108,620.8577411174774,4.723515894941548
733800,2,175,1.6175529956817627,34107.13842940565,642.4963262081146,4.723515894941548
734000,2,375,1.6152303218841553,32715.749273065663,666.0933434963226,4.723515894941548
734200,2,575,1.7438528537750244,29704.593249401256,689.3543784618378,4.723515894941548
734400,2,775,1.654378056526184,32606.610933018135,712.3259658813477,4.723515894941548
734600,2,975,1.5683156251907349,35235.23619632277,735.5844378471375,4.723515894941548
734800,2,1175,1.600965142250061,32285.651922859903,758.5515711307526,4.723515894941548
735000,2,1375,1.7298802137374878,39093.64140856877,781.1442177295685,4.723515894941548
735200,2,1575,1.6984670162200928,38091.54444706437,804.1326196193695,4.723515894941548
735400,2,1775,1.58778977394104,33704.4425270806,826.8111026287079,4.720601693014301
735600,2,1975,1.8439909219741821,29739.21494171541,848.7130644321442,4.720170091492709
735800,2,2175,1.8023855686187744,32343.52627069956,871.4014191627502,4.720170091492709
736000,2,2375,1.6398005485534668,28549.072146288625,894.3624355792999,4.720170091492709
736200,2,2575,1.786608338356018,28605.06222208489,917.3863143920898,4.720170091492709
736400,2,2775,1.7164664268493652,31163.98032159729,939.3907380104065,4.720170091492709
736600,2,2975,1.6426539421081543,35170.541734568505,961.4603626728058,4.720170091492709
736800,2,3175,1.694590449333191,35115.45195174744,984.3430030345917,4.720170091492709
737000,2,3375,1.5990906953811646,34396.94800369271,1006.9204716682434,4.720170091492709
737200,2,3575,1.6030398607254028,32534.055044421144,1029.5777678489685,4.720170091492709
737400,2,3775,1.7035784721374512,30017.12231575224,1051.681393623352,4.720170091492709
737600,2,3975,1.7744382619857788,31064.251569680146,1073.9563941955566,4.720170091492709
737800,2,4175,1.7073609828948975,28831.44462165704,1096.3800837993622,4.720170091492709
738000,2,4375,1.600293755531311,34564.04312030171,1119.2647948265076,4.720170091492709
738200,2,4575,1.9106571674346924,30594.405544775298,1141.4115433692932,4.720170091492709
738400,2,4775,1.7761825323104858,33125.19394031531,1163.4416990280151,4.720170091492709
738600,2,4975,1.6621562242507935,34375.36985767954,1186.2674014568329,4.720170091492709
738800,2,5175,1.5928964614868164,31722.117857120244,1207.895534992218,4.720170091492709
739000,2,5375,1.6886833906173706,33426.993557037626,1230.08531332016,4.720170091492709
